                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                0.99309,                  3.556,                  1.157,                0.94479,                0.25171,                0.49042,                0.34845,                 1.1313,                 5.2079,                 1.3843,                0.00065,                0.00065,                0.00065
                      2,                 1.0631,                 2.8693,                 1.2781,                0.77449,                0.50506,                0.58078,                0.41552,                   1.19,                 4.8252,                 1.8989,              0.0012906,              0.0012906,              0.0012906
